지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 중구 을지로6가 18-21 굿모닝시티,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",메가박스중앙(주) 동대문점 3관,200573.6413,451621.0365
서울특별시 중구 을지로6가 18-21 굿모닝시티,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",메가박스중앙(주) 동대문점 COMFORT 1관,200573.6413,451621.0365
서울특별시 중구 을지로6가 18-21 굿모닝시티,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",메가박스중앙(주) 동대문점 2관,200573.6413,451621.0365
서울특별시 동작구 사당동 147-53 골든씨네마 7층,"서울특별시 동작구 동작대로 89 (사당동,골든씨네마 7층)",메가박스(주) 이수지점,198295.8433,442507.6991
서울특별시 영등포구 여의도동 23,"서울특별시 영등포구 국제금융로 10, B3층 (여의도동, IFC)",CGV여의도 8관[COMFORT SEAT],193326.931,446973.9146
서울특별시 동작구 사당동 147-53 골든씨네마 7층,"서울특별시 동작구 동작대로 89 (사당동,골든씨네마 7층)",메가박스(주) 이수지점,198295.8433,442507.6991
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 컴포트 10관,205130.5917,445590.0968
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 102호 스위트룸,205130.5917,445590.0968
서울특별시 송파구 문정동 618 204동 비162호,"서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)",메가박스 송파파크하비오점(9관),210868.3975,442053.2279
서울특별시 중랑구 묵동 234-1 ,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑관 3관,206641.2692,456981.0858
서울특별시 중랑구 묵동 234-1 ,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑관 4관,206641.2692,456981.0858
서울특별시 중랑구 묵동 234-1 ,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑관 7관,206641.2692,456981.0858
서울특별시 마포구 동교동 166-14 동교동 스타피카소 ,"서울특별시 마포구 양화로 176, 동교동 스타피카소 8층 (동교동)",독립영화전용관 인디스페이스,193282.1308,450549.2802
서울특별시 종로구 낙원동 284-6번지 ,서울특별시 종로구 삼일대로 428 (낙원동),허리우드클래식,198852.9597,452253.9426
서울특별시 동작구 사당동 147-53 골든씨네마 7층,"서울특별시 동작구 동작대로 89 (사당동,골든씨네마 7층)",메가박스(주) 이수지점,198295.8433,442507.6991
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 컴포트 5관,205130.5917,445590.0968
서울특별시 종로구 낙원동 284-6번지 ,"서울특별시 종로구 삼일대로 428, 4층 (낙원동)",낭만극장,198852.9597,452253.9426
서울특별시 종로구 신문로2가 1-181번지 ,"서울특별시 종로구 경희궁1가길 7, 2층 (신문로2가, 복합문화공간에무)",에무 시네마 1관,197193.7713,452199.4288
서울특별시 종로구 신문로2가 1-181번지 복합문화공간 에무 3층 ,"서울특별시 종로구 경희궁1가길 7, 복합문화공간 에무 3층 (신문로2가)",에무 시네마 2관,197193.7713,452199.4288
서울특별시 종로구 명륜2가 41-9 지하3층 ,"서울특별시 종로구 대명길 28 (명륜2가,지하3층)",CGV 대학로 1관,199916.8335,453462.4209
서울특별시 종로구 명륜2가 41-9 지하3층 ,"서울특별시 종로구 대명길 28 (명륜2가,지하3층)",CGV 대학로 2관,199916.8335,453462.4209
서울특별시 종로구 명륜2가 41-9 지하2층 ,"서울특별시 종로구 대명길 28 (명륜2가,지하2층)",CGV 대학로 3관,199916.8335,453462.4209
서울특별시 종로구 명륜2가 41-9 지하2층 ,"서울특별시 종로구 대명길 28 (명륜2가,지하2층)",CGV 대학로 4관,199916.8335,453462.4209
서울특별시 중구 초동 41번지 ,,스카라극장,,
서울특별시 종로구 명륜2가 41-9 3층 ,"서울특별시 종로구 대명길 28 (명륜2가,3층)",CGV 대학로 7관,199916.8335,453462.4209
서울특별시 종로구 명륜2가 41-9 4층 ,"서울특별시 종로구 대명길 28 (명륜2가,4층)",CGV 대학로 8관,199916.8335,453462.4209
서울특별시 종로구 돈의동 137 지하2층 ,"서울특별시 종로구 돈화문로5가길 1 (돈의동,지하2층)",CGV피카디리1958 1관,199155.5427,452083.1231
서울특별시 종로구 명륜2가 41-9 대학로CGV 2층,"서울특별시 종로구 대명길 28, 대학로CGV 2층 (명륜2가)",CGV 대학로 6관,199916.8335,453462.4209
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 103호 스위트룸,205130.5917,445590.0968
서울특별시 종로구 돈의동 137 지하2층 ,"서울특별시 종로구 돈화문로5가길 1 (돈의동,지하2층)",CGV피카디리1958 3관,199155.5427,452083.1231
서울특별시 종로구 돈의동 137 지하4층 ,"서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)",CGV피카디리1958 4관,199155.5427,452083.1231
서울특별시 종로구 돈의동 137 지하4층 ,"서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)",CGV피카디리1958 5관,199155.5427,452083.1231
서울특별시 종로구 명륜2가 41-9 지하1층,"서울특별시 종로구 대명길 28 (명륜2가,지하1층)",CGV 대학로 5관,199916.8335,453462.4209
서울특별시 종로구 돈의동 137 피카디리플러스,"서울특별시 종로구 돈화문로5가길 1, 지하2층 (돈의동)",CGV 피카디리1958 2관,199155.5449,452083.1255
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(6관),199532.8921,451004.6367
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(7관),199532.8921,451004.6367
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(8관),199532.8921,451004.6367
서울특별시 중구 초동 18-5번지 ,서울특별시 중구 마른내로 47  (초동),"명보 <<1,2,5관>>",199332.2989,451378.468
서울특별시 중구 충정로1가 68번지 ,"서울특별시 중구 새문안로 22 (충정로1가, 문화일보)",청춘극장,197164.2265,451647.6741
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제1관,200613.5103,451817.5154
서울특별시 서초구 서초동 1317-20,서울특별시 서초구 서초대로77길 3 (서초동),메가박스중앙(주) 강남 3관,202276.9172,443970.968
서울특별시 서초구 서초동 1317-20,서울특별시 서초구 서초대로77길 3 (서초동),메가박스중앙(주) 강남 2관,202276.9172,443970.968
서울특별시 서초구 반포동 19-3 센트럴시티 지하1층,"서울특별시 서초구 신반포로 176 (반포동,센트럴시티 지하1층)",메가박스중앙(주) 센트럴 더부티크 105호,200250.4478,444683.2205
서울특별시 중구 을지로6가 18-21 굿모닝시티,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",메가박스중앙(주) 동대문점 6관,200573.6413,451621.0365
서울특별시 중랑구 묵동 234-1 ,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑관 5관,206641.2692,456981.0858
서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123  (충무로2가),인사이드시네마,198636.2504,451005.7216
서울특별시 중구 을지로6가 18-21 굿모닝시티,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",메가박스중앙(주) 동대문점 7관,200573.6413,451621.0365
서울특별시 중구 충무로2가 65-9 ,서울특별시 중구 퇴계로 123 (충무로2가),CGV명동역 씨네라이브러리 ART 1관,198636.2504,451005.7216
서울특별시 중구 필동2가 19-1 ,서울특별시 중구 퇴계로 212 (필동2가),대한극장(4관),199519.6498,450977.2505
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주)신촌지점 5관,194798.4584,450837.0517
서울특별시 중구 봉래동2가 122번지 서울역 ,"서울특별시 중구 청파로 426 (봉래동2가,서울역)",KTX시네마,197243.2153,450655.1042
서울특별시 서대문구 신촌동 74-12,서울특별시 서대문구 신촌역로 30 (신촌동),메가박스중앙(주)신촌지점 6관,194798.4584,450837.0517
서울특별시 서초구 서초동 1317-20,서울특별시 서초구 서초대로77길 3 (서초동),메가박스중앙(주) 강남 7관,202276.9172,443970.968
서울특별시 중구 정동 22 경향신문사,"서울특별시 중구 정동길 3, 경향신문사 2층 (정동)",서울아트시네마,197279.3284,451765.4265
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제4관,200613.5103,451817.5154
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제5관,200613.5103,451817.5154
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제6관,200613.5103,451817.5154
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제2관,200613.5103,451817.5154
서울특별시 중구 을지로6가 17-2 현대시티타워 ,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문 제3관,200613.5103,451817.5154
서울특별시 중구 충무로2가 65-9번지 ,서울특별시 중구 퇴계로 123  (충무로2가),인사이드시네마,198636.2504,451005.7216
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(3관),199532.8921,451004.6367
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(5관),199532.8921,451004.6367
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(10관),199532.8921,451004.6367
서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ,"서울특별시 중구 명동길 14 (명동2가,아바타빌딩 8층)",CGV 명동 3관,198418.7417,451237.1686
서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ,"서울특별시 중구 명동길 14 (명동2가,아바타빌딩 8층)",CGV 명동 4관,198418.7417,451237.1686
서울특별시 중구 장충동2가 201-6번지 ,서울특별시 중구 장충단로 72 (장충동2가),씨너스 이오이(EOE)4 남산자동차극장,200154.6929,449919.6278
서울특별시 중구 필동2가 19-1 ,서울특별시 중구 퇴계로 212 (필동2가),대한극장(9관),199519.6498,450977.2505
서울특별시 중구 충무로1가 24-23번지 캣츠빌딩 ,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN)명동1관,198527.0993,450998.0734
서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ,"서울특별시 중구 명동길 14 (명동2가,아바타빌딩 8층)",CGV 명동 5관,198418.7417,451237.1686
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(2관),199532.8921,451004.6367
서울특별시 중구 충무로4가 125-18 ,서울특별시 중구 퇴계로 212 (충무로4가),대한극장(11관),199532.8921,451004.6367
서울특별시 중구 충무로4가 131-6번지 ,서울특별시 중구 퇴계로 211-5  (충무로4가),극동극장,199498.592,451071.935
서울특별시 중구 충무로1가 24-23번지 캣츠빌딩 ,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN)명동2관,198527.0993,450998.0734
서울특별시 중랑구 묵동 234-1 ,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑관 6관,206641.2692,456981.0858
서울특별시 중구 충무로1가 24-23번지 캣츠빌딩 ,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN)명동3관,198527.0993,450998.0734
서울특별시 중구 충무로1가 24-23번지 캣츠빌딩 ,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN)명동4관,198527.0993,450998.0734
서울특별시 중구 충무로1가 24-23번지 캣츠빌딩 ,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN)명동5관,198527.0993,450998.0734
서울특별시 중구 필동2가 19-1 ,서울특별시 중구 퇴계로 212 (필동2가),대한극장(1관),199519.6498,450977.2505
서울특별시 중구 충무로2가 65-9 ,서울특별시 중구 퇴계로 123 (충무로2가),CGV명동역 씨네라이브러리 ART 2관,198636.2504,451005.7216
서울특별시 중구 초동 19-4번지 초동빌딩3층 ,"서울특별시 중구 마른내로 41  (초동,초동빌딩3층)",시네아스트극장,199267.1079,451366.7791
서울특별시 중구 명동2가 83-5 아바타빌딩 8층 ,"서울특별시 중구 명동길 14 (명동2가,아바타빌딩 8층)",CGV 명동 2관,198418.7417,451237.1686
서울특별시 중구 충무로2가 65-9 ,서울특별시 중구 퇴계로 123 (충무로2가),CGV 명동 1관,198636.2504,451005.7216
"서울특별시 중구 충무로1가 24-23번지 8,9,10층 ","서울특별시 중구 명동8나길 15  (충무로1가,8,9,10층)",명동시네마,198527.0993,450998.0734
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제2관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제8관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제11관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제18관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제19관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제20관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제3관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제9관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 16-9 4~5층 ,"서울특별시 용산구 청파로 74, 4~5층 (한강로3가)",롯데시네마 용산 제7관,196370.7464,447841.6988
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제13관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제14관,196864.3606,447707.4033
서울특별시 서초구 반포동 19-3 센트럴시티 지하1층,"서울특별시 서초구 신반포로 176 (반포동,센트럴시티 지하1층)",메가박스중앙(주) 센트럴 더부티크 101호,200250.4478,444683.2205
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제10관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제15관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제5관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제6관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제12관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 16-9 4~5층 ,"서울특별시 용산구 청파로 74, 4~5층 (한강로3가)",롯데시네마 용산 제8관,196370.7464,447841.6988
서울특별시 용산구 한강로3가 40-999 ,"서울특별시 용산구 한강대로23길 55 (한강로3가, 현대아이파크몰 6층)",씨지브이 용산아이파크몰 제1관,196762.0774,447480.0396
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제17관,196864.3606,447707.4033
서울특별시 용산구 한강로3가 40-961 ,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰 제16관,196864.3606,447707.4033
서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)",메가박스중앙(주) 성수지점 1관,203903.3536,448846.8202
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 9관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 5관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 3관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 4관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 6관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 7관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 1관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 2관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 10관,203321.5623,451001.8687
서울특별시 성동구 행당동 168-151 왕십리민자역사 ,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리 8관,203321.5623,451001.8687
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주)신촌지점 8관,194798.4584,450837.0517
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제2관),206349.675,448396.9397
서울특별시 광진구 자양동 9-4 몰오브케이 ,"서울특별시 광진구 아차산로30길 26, 몰오브케이 3층 (자양동)",CGV 건대입구 제1관,205845.9467,448616.8477
서울특별시 광진구 자양동 9-4 몰오브케이 ,"서울특별시 광진구 아차산로30길 26, 몰오브케이 3층 (자양동)",CGV 건대입구 제2관,205845.9467,448616.8477
서울특별시 광진구 자양동 9-4 몰오브케이 ,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",CGV 건대입구 제3관,205845.9467,448616.8477
서울특별시 광진구 자양동 9-4 몰오브케이 ,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",CGV 건대입구 제4관,205845.9467,448616.8477
서울특별시 광진구 자양동 9-4 몰오브케이 ,"서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)",CGV 건대입구 제5관,205845.9467,448616.8477
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제5관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제6관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제3관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제1관),206349.675,448396.9397
서울특별시 광진구 화양동 1번지 건국대학교 예술문화대학 지하1층 ,,KU시네마테크,206445.8811,448922.8817
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주) 신촌지점 3관,194798.4584,450837.0517
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제5관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제6관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제7관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제8관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제9관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제10관,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변 11 CINE & FORET,208394.4164,448165.28
서울특별시 광진구 구의동 546-4 테크노마트10층 ,"서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)",CGV강변11 제4관[CGV 아트하우스],208394.4164,448165.28
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제4관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제7관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제8관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (샤롯데관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제9관),206349.675,448396.9397
서울특별시 광진구 자양동 227-7 더샵스타시티 ,"서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)",롯데시네마 건대입구관 (제10관),206349.675,448396.9397
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자9,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자1,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자7,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자8,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자5,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자3,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자4,206852.3609,450393.661
서울특별시 광진구 군자동 477-12번지 ,서울특별시 광진구 능동로 289 (군자동),메가박스 군자10,206852.3609,450393.661
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제5관,204081.2821,453187.3952
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제6관,204081.2821,453187.3952
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제7관,204081.2821,453187.3952
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제8관,204081.2821,453187.3952
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주)신촌지점 7관,194798.4584,450837.0517
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주)신촌지점 COMFORT 4관,194798.4584,450837.0517
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제2관,204081.2821,453187.3952
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층 ","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제3관,204081.2821,453187.3952
